source,reference,translation,bleu_score
ແຣນວິກ ໄດ້ຖືກປິດ ແລະ ຄາດວ່າຈະປິດໄປປະມານສອງເດືອນ.,"Randwich đã bị đóng cửa, và người ta cho rằng việc đóng cửa sẽ kéo dài trong hai tháng tới.",Michael đã bị đóng cửa và dự đoán sẽ đóng cửa khoảng 2 tháng,13.213063402278914
ຄາດວ່າໄຂ້ພິດຈະຕິດເຊື້ອກັບມ້າຈຳນວນຫຼາຍຈາກທັງໝົດ 700 ໂຕ ທີ່ ແຣນວິກ.,Người ta cũng dự đoán rằng vi rút cúm sẽ lây cho phần lớn trong số 700 chú ngựa tại Randwick.,Chắc chắn rằng bệnh sốt rét sẽ lây nhiễm với rất nhiều con ngựa từ tất cả 700 con ngựa,4.356766657846935
ລັດຖະມົນຕີອຸດສາຫະກຳຫຼັກແຫ່ງ NSW ໄດ້ເວົ້້າວ່າ ສະຖານທີ່ດັ່ງກ່າວຈະຖືກຮັບປະກັນ ຈົນເຖິງ 30 ວັນ ຫຼັງຈາກໄຂ້ຫວັດໃຫຍ່ຄັ້ງຫຼ້າສຸດ.,Bộ trưởng Bộ công nghiệp bang New South Wales nói rằng các thiết bị cần phải được cách ly cho đến hết thời gian 30 ngày sau khi có dấu hiệu cuối cùng của bệnh cúm.,Bộ trưởng công nghiệp chính của NSW đã nói rằng những nơi đó sẽ được đảm bảo cho đến 30 ngày sau bệnh cúm lớn nhất,7.2042163084273545
ກໍລະນີນີ້ແມ່ນການຕິດເຊື້ອຄັ້ງທຳອິດຂອງມ້າແຂ່ງ ໂດຍແມ່ນການຕິດເຊືອແບບທົບເຄິ່ງຂອງມ້າທີ່ໄດ້ພັກຜ່ອນ ພາຍໃນ NSW ແລະ ຄວີນແລນ.,"Các trường hợp này là những ca ngựa đua nhiễm cúm đầu tiên, mặc dù trước đó có nhiều ngựa cho mục đích giải trí bị nhiễm cúm ở New South Wales và Queensland.",Trong trường hợp này đây là sự lây nhiễm đầu tiên của một con ngựa đua bằng cách sử dụng một nửa nửa con ngựa đã ở trong NSW và Scotland,6.389922176841191
ໄຂ້ຫວັດໃຫຍ່ແມ່ນ ພະຍາດຕິດຕໍ່ຂະໜາດສູງ ແຕ່ບໍ່ສາມາດຕິດຕໍ່ຫາຄົນໄດ້.,Bệnh cúm này rất dễ lây nhiễm nhưng không thể lây nhiễm sang người.,Triệu chứng lớn là một căn bệnh tương tác cao nhưng không thể tương tác với mọi người,8.59076483566362
ການແຂ່ງຂັນແຫ່ງຊາດທີ່ປິດລົງໄດ້ໃຊ້ງົບປະມານ ອຸດສາຫະກຳເຖິງ ສິບລ້ານໂດລາ ໃນທູກໆມື້.,Việc ngừng các cuộc đua trên toàn quốc làm ngành công nghiệp này thất thu hàng chục triệu đô la mỗi ngày.,Các cuộc thi quốc gia đã bỏ qua sử dụng ngân sách công nghiệp đến 10 triệu đô la trong một ngày,8.688569115987665
"ປະທານການແຂ່ງຂັນ NSW ປີເຕິ້ ວີ ແລນດີສ໌ ໄດ້ເວົ້າວ່າ ໃນໄລຍະການແຂ່ງຂັນໄດ້ຮັບຄວາມຫຍຸ້ງຍາກ ຕັ້ງແຕ່ການຫ້າມເຄື່ອນໄຫວຂອງມ້າ ອາທິດແລ້ວ ມື້ນີ້ ແມ່ນ ""ສິ່ງທີ່ໜ້າຢ້ານກົວ ມື້ດຳ"" ສຳລັບອຸດສາຫະກຳການແຂ່ງມ້າໃນ NSW.","Người đứng đầu trường đua NSW, Peter V'Landys nói rằng mặc dù các cuộc đua ngựa đã bị tạm dừng kể từ khi có lệnh cấm việc từ cuối tuần trước, hôm nay là ""một ngày kinh khủng, đen tối"" cho ngành công nghiệp đua ngựa ở NSW.",Giám đốc cạnh tranh NSW Bill Clinton đã nói rằng trong cuộc cạnh tranh đã rất khó khăn từ sự sụp đổ của những con ngựa tuần trước ngày hôm nay là một ngày đáng sợ cho công nghiệp những con ngựa ở NSW,6.669421028752044
ການແຂ່ງຂັນຄາດວ່າຈະມີຂຶ້ນໃນ ລັດຂອງອົສເຕເລຍທັງໝົດ ຍົກເວັ້ນ NSW ແລະ ຄວີນແລນ ໃນທ້າຍອາທິດ.,Người ta hy vọng rằng các cuộc đua sẽ được bắt đầu lại vào cuối tuần này trên toàn lãnh thổ Úc trừ bang NSW và Queensland.,Cạnh tranh dự đoán sẽ xảy ra ở tất cả các bang ngoại trừ NSW và Scotland vào cuối tuần,6.958079613552151
ໃນໄລຍະຂະບວນການແຂ່ງຂັນລະດູໃບໄມ້ປົ່ງ ທີ່ ຊິດນີ່ ໄດ້ຖືກຍົກເລີກ. ການແຂ່ງຂັນຂອງເມວເບິ້ນ ຄາດວ່າຈະມີຂຶ້ນໃນທ້າຍອາທິດນີ້ ກັບ ຖ້ວຍລາງວັນເຄີຟິວ.,"Trong khi lễ hội đua ngựa mùa xuân của Sydney đã bị hoãn, người ta hy vọng lễ hội tại Melbourne sẽ bắt đầu vào cuối tuần này với giải Caufield Cup.",Trong quá trình cạnh tranh mùa xuân những con sư tử đã bị bỏ qua và cuộc cạnh tranh của những con sư tử dự đoán sẽ xảy ra vào cuối tuần này với những con sư tử giải Nobel,12.086038782520491
ການແຂ່ງຂັນຈະເປັນໄປກັບຄວາມລະມັດລະວັງພິເສດ ເພື່ອແນໃສ່ຮັກສາໃຫ້ລັດປາສະຈາກພະຍາດ.,Giải sẽ được diễn ra với các biện pháp phòng tránh đặc biệt nhằm nỗ lực đảm bảo bang không bị lây nhiễm dịch cúm.,Cạnh tranh sẽ tiếp tục với sự cẩn thận đặc biệt để giữ cho một bang không bị bệnh,7.130916352160321
ການຕິດຕໍ່ລະຫວ່າງ ພາກລັດທົ່ວໄປ ແລະ ພວກທີ່ເຮັດວຽກກັບມ້າ ຈະຖືກຫ້າມ ແລະ ນັກແຂ່ງມ້າທີ່ຢູ່ຊິດນີ່ ດາເຣັນ ເບດແມນ ແລະ ຮິວ ໂບແມນ ແລະ ນັກຝຶກມ້າຮ່ວມລັດເປັນຈຳນວນຫຼາຍ ລວມທັງ ເບີດ ຄຳມມິ່ງ ແມ່ນບໍ່ໃຫ້ເຂົ້າຮ່ວມ.,Người ta sẽ cấm sự tiếp xúc giữa công chúng bên ngoài và nhưng người đang làm việc với các chú ngựa và những nài ngựa ở Sydney Darren Beadman và Hugh Bowman và một số huấn luyện ngựa liên bang bao gồm cả Bart Cummings cũng không được phép tham gia.,Mối liên hệ giữa các bang và những người làm việc với con ngựa sẽ bị sụp đổ và những vận động viên ngựa ở Sierra Leone và Hà Lan và những vận động viên ngựa ở các bang bao gồm những người đàn ông ngựa không tham gia,6.913223641970219
"ລັດຖະມົນຕີວ່າການກະຊວງກະສິກຳ ປີເຕີ້ ແມັກໂງຣັນ ໄດ້ເວົ້າວ່າ ຂະບວນໃນລະດູໃບໄມ້ປົ່ງ ທີ່ ເມວເບີ້ນ ຈະຍັງຄົງຢູ່ ""ຢ່າງຄົບຖ້ວນເປັນສ່ວນໃຫຍ່"" ນອກຈາກ ການສູນເສຍບາງສ່ວນຂອງຊື່ທີ່ໃຫຍ່ທີ່ສຸດໃນ ການແຂ່ງຂັນອົສເຕເລຍ.","Bộ trưởng Bộ Nông nghiệp Liên bang, ông Peter McGauran nói rằng lễ hội mùa xuân tại Melbourne sẽ vẫn ""giữ nguyên phong độ"" mặc dù không có sự có mặt của một số tay đua lớn nhất Úc.",Bộ trưởng của Quốc hội nông nghiệp năm ngoái nói rằng quá trình vào mùa xuân Mỹ sẽ hoàn toàn nằm ở đây quot ngoài việc mất đi một số tên lớn nhất trong cuộc thi Ấn Độ,4.133034552451876
ຜູ້ກໍ່ການຮ້າຍປາເລັສຕາຍ ປະຕິເສດຂໍ້ກວ່າຫາ ໂດຍ ລັດຖະມົນຕີ ອິສຣາເອລ ເຊິ່ງພວກເຂົາໄດ້ເຫັນດີທີ່ຈະຢຸດຕິການຮົບ.,Quân đội Palestin đã phủ nhận tuyên bố của một Bộ trưởng Israel rằng họ đã đồng ý với lệnh ngừng bắn.,Những người tội phạm Palextin chết hơn bởi Bộ trưởng Israel họ đồng ý dừng chiến tranh,7.871965322721717
ພຽງແຕ່ໄລຍະສັ້ນເທົ່ານັ້ນ ໃນຂະນະຫຼັງຈາກ ການຢຸດຕິການຮົບ ໄດ້ຖືກເຫັນຢ່າງເຫັນໄດ້ແຈ້ງ ລະຫວ່າງ ອິສຣາເອລ ແລະ ຜູ້ນຳປາເລັສຕາຍຄົນໃໝ່ ມາມຸດ ອັບບາສ໌ ໂຄສົກກຸ່ມຜູ້ກໍ່ການຮ້າຍ ປາເລັສຕາຍ ຮາມັສ ໄດ້ປະຕິເສດຂໍ້ກ່າວຫາ.,"Chỉ một lúc sau khi Isarel và lãnh đạo mới của Palestin Mohmoud Abbas có vẻ như đã thống nhất đi tới ngừng bắn, người phát ngôn của nhóm quân đội Hamas của Palestin đã phủ nhận điều đó.",Chỉ một khoảng thời gian ngắn trong khi cuộc chiến dừng lại được nhìn thấy rõ ràng giữa Israel và những nhà lãnh đạo Palextin mới tới Umar Umar một nhóm nạn nhân Palextin từ chối những tội phạm Palextin từ chối tội phạm,2.882750523862631
"ຢ່າງໜ້ອຍ 11 ໄດ້ຖືກຂ້າ ໃນວັນທີ 26 ແລະ 27 ເດືອນທັນວາ ໃນການຕໍ່ສູ້ແກ໊ງເຂດອິດທິພົນໃນໝູ່ບ້ານ ລະຫວ່າງ ຜູ້ຄ້າຢາເສບຕິດ ໃນກາງເມືອງ ""ໂມໂລ ດາ ມິເນຣາ"" (ໄມເນີ້ ຮິວ) ໃນໝູ່ບ້ານ ຄາຕຳບີ ຂອງ ຣິໂອ ເດີ ຈາເນໂຮ ບຣາຊິລ.","Ít nhất 11 người đã thiệt mạng trong hai ngày 26 và 27 tháng Mười hai trong các cuộc ẩu đả tranh giành địa bàn giữa các nhóm buôn lậu thuốc phiện ở khu ổ chuột ""morro da Mineira"" (Đồi Mỏ) thuộc địa phận Catumbi lân cận Rio de Janeiro, Brazil.",ít nhất 11 người đã bị giết vào ngày 26 và 27 tháng 12 trong cuộc chiến đấu những khu vực ảnh hưởng giữa những người bán thuốc ở giữa thành phố của những người bán thuốc ở giữa những thành phố những người tiêu dùng dược phẩm ở giữa những nơi giữa những người tiêu dùng thuốc ở trung tâm của Morocco những nơi nằm trong những ngôi làng của Nairobi Brazil,9.091941208930969
ເຂດທີ່ຖືກຄວບຄຸມໂດຍ ແກ໊ງໂກແມນໂດ ເວີເມໂລ (ເຣດ ຄອມແມນ) ເຊິ່ງບໍ່ຍອມຮັບແກ໊ງອື່ນທີ່ຂາຍຢາເສບຕິດໃນເຂດດັ່ງກ່າວ.,"Khu vực bị kiểm soát bởi băng đảng Comando Vermelho (Chỉ Huy Đỏ), băng đảng này không cho phép các băng đảng khác bán thuốc phiện ở khu vực này.",Các khu vực được kiểm soát bởi các hạt cà phê và các hạt cà phê khác mà không chấp nhận các hạt cà phê khác bán thuốc ở các khu vực này,10.135596430648878
ສະມາຊິກ ໂກແມນໂດ ເວີເມໂລ ໄດ້ເລີ່ມການບຸກລຸກ ສະມາຊິດຂູ່ແຂ່ງ ຂອງ ADA ເພື່ອປົກປ້ອງເຂດອິດທິພົນ.,Các thành viên của Comando Vermelho bắt đầu tấn công các thành viên của đối thủ ADA để bảo vệ địa bàn.,Các thành viên của Colombia đã bắt đầu đấu tranh của các thành viên của EDI để bảo vệ các khu vực ảnh hưởng,26.025627056384337
"ພະນັກງານຫ້ອງການເມືອງໃນ ເຈັດຕົວເມືອງຂອງ ສະຫະລັດ ໄດ້ຖືກເຕືອນ ກ່ຽວກັບ ຄວາມເປັນໄປໄດ້ການຈູ່ໂຈມ ສະໜາມກີລາ ເນັນເອັຟແອລ ໂດຍໃຊ້ ""ລະເບິດເປື້ອນ.""","Quan chức ở bảy thành phố của Mỹ đã được cảnh báo về một vụ tấn công vào sân vận động giải Bóng bầu dục Quốc gia có sử dụng ""bom bẩn.""",Các nhân viên văn phòng thành phố ở 7 thành phố Mỹ được nhắc nhở về khả năng tấn công của sân khấu Olympics sử dụng những tiêu chuẩn,4.3099855326278576
"ກົມຮັກສາຄວາມປອດໄພແຜ່ນດິນບ້ານເກີດ ທີ່ໄດ້ອອກໝາຍເຕືອນ ໄດ້ເວົ້າຕື່ມເຊັ່ນດຽວກັນວ່າ ການຂົ່ມຂູ່ແມ່ນ ""ບໍ່ໜ້າເຊື່ອຖື.""","Bộ An ninh Nội địa đưa ra cảnh báo và cũng nói thêm rằng mối đe dọa là ""không thể tin được.""",Tổ chức an ninh quê nhà được nhắc nhở cũng nói thêm rằng sự đe doạ cũng không thể tin được,19.873241117714635
ໄພຂົ່ມຂູ່ດ້ວຍລະເບີດ ຖືກຄົ້ນພົບແບບດັ້ງເດີມໂດຍ 4 ສ່ອງທາງ ໄດ້ເນັ້ນວ່າ ລົດບັນທຸກລະເບີດ ໄດ້ບຸນຈຸວັດຖຸລັງສີ ທີ່ອາດຈະລະເບີດການແຂ່ງຂັນເຕະບານວັນອາທິດນີ້.,"Lời đe dọa đánh bom, ban đầu được phát hiện trên trang web 4chan, khẳng định rằng một xe tải bom chứa các chất bức xạ sẽ được cho phát nổ trong trận bóng bầu dục vào Chủ nhật tuần này.",Mối đe doạ bởi bom bị phát hiện bởi 4 chiếc tàu đã được phát hiện ra rằng những chiếc xe tải bom đã tổ chức những tế bào màu sắc có thể đe doạ cuộc thi bóng đá ngày hôm nay,6.065869226180205
ໃນຂະນະທີ່ ກົມຮັກສາຄວາມປອດໄພແຜ່ນດິນບ້ານເກີດ ບໍ່ໄດ້ເປີດເຜິຍວ່າແມ່ນເມືອງໃດ ພະນັກງານກົມທີ່ບໍ່ປະສົງອອກນາມ ໄດ້ເວົ້້າວ່າເມືອງດັ່ງກ່າວແມ່ນ ແອັດແລນຕ້າ ໄມເອມີ ນິວຢອກ ຊີເອເຕິ້ລ ຮູສຕັ້ນ ໂອກແລນ ຄາລີໂຟເນຍ ແລະ ແຄລເວແລນ ໂອໄຮໂອ.,"Trong khi Bộ An ninh Nội địa không tiết lộ những thành phố đã được đề cập đến, một nhân viên của cục không tiết lộ tên cho hay những thành phố đó là Atlanta, Miami, New York, Seattle, Houston, Oakland, California và Cleveland, Ohio.",Khi Bộ an toàn đất quê hương không công bố thành phố nào những nhân viên bất cứ tổ chức nào đã từng gọi là những thành phố như thế nào những nhân viên bất cứ tổ chức nào đã từng công bố rằng thành phố đó là New York New York New York New York Ohio và Cairo Ohio,7.431740321495755
ເພື່ອຕອບໂຕ້ຕໍ່ການຂົ່ມຂູ່ ຫຼາຍທີມໄດ້ຖືກກຳນົດຕາຕະລາງ ເພື່ອກວດກາສະໜາມກິລາບາງແຫ່ງ ໂດຍເຄື່ອງວັດແທກລັງສີ ໃນວັນອາທິດ ສຳລັບການຊອກຫາວັດຖຸລັງສີ.,"Đáp lại sự đe dọa, một số đội đã được sắp xếp để rà soát một số sân vận động bằng thiết bị phát hiện phóng xạ để tìm ra các chất bức xạ vào ngày Chủ Nhật.",Để phản ứng với sự đe doạ nhiều đội đã được định nghĩa bằng cách kiểm tra một số sân vận động bằng máy đo lường vào tuần tuần để tìm kiếm vật liệu đo lường,17.110774116331456
ນອກຈາກນັ້ນ ບ່ອນຈອດລົດ ແລະ ທາງເຂົ້າ ຈະຖືກກວດກາຢ່າງໃກ້ຊິດ ສຳລັບກິດຈະກຳທີ່ໜ້າສົງໃສ.,"Thêm vào đó, tất cả các bãi đỗ xe và lối ra vào sẽ được kiểm soát chặt chẽ để ngăn chặn các hành vi đáng nghi.",Thêm vào đó những chiếc xe tải và đường đi sẽ được kiểm soát gần gũi với những hoạt động nghiêm trọng,12.114135894482565
NFL ໄດ້ອອກຖະແຫຼງການວ່າ ສະໜາມກິລາທີ່ຖືກປົກປ້ອງຢ່າງດີ ໂດຍລະບົບຄວາມປອດໄພທີ່ໄດ້ວາງໄວ້.,Giải NFL đã đưa ra thông báo rằng sân vận động đang được bảo vệ bằng các biện pháp an ninh nghiêm ngặt.,NFL đã tuyên bố rằng sân vận động được bảo vệ tốt bởi hệ thống an toàn đã được đặt ra,16.70341916223
FBI ທີ່ໄດ້ສອບຖາມ ຜູ້ຢູ່ອາໄສ ມິລໂວກີ້ ທີ່ໄດ້ເວົ້້າແມ່ນຄວາມຮັບຜິດຊອບຕໍ່ໄພພິບັດດັ່ງກ່າວ ເຊິ່ງໄດ້ກ່າວລົງໃນເວັບໄຊ້ອາທິດແລ້ວນີ້.,FBI đã thẩm vấn Milwaukee người được tin là chịu trách nhiệm cho vụ đe dọa được đăng tải trên trang web vào tuần trước.,FBI đã đặt câu hỏi những người sống ở Hồi giáo đã có trách nhiệm với thảm hoạ đó được đưa ra trên trang web tuần trước,8.988993840330055
FBI ໄດ້ຫຼຸດຜ່ອນການເພີ່ມຂຶ້ນຂອງຂໍ້ມູນຂອງການສອບສວນ.,FBI đã từ chối cung cấp thông tin chi tiết về cuộc điều tra.,FBI đã giảm sự tăng trưởng dữ liệu của cuộc thám hiểm,5.837542914603121
ທາງພາກຕາເວັນອອກສ່ຽງໃຕ້ຂອງ ປະເທດຈິນ ໄດ້ຖືກນ້ຳຖ້ວມ ໂດຍພາຍຸຝົນທີ່ຮຸນແຮງ ຄືກັບພາຍຸລະດູຮ້ອນ ບີລີສ ທີ່ຮ້າຍແຮງ ທີ່ໄດ້ເຂົ້າມາຊາຍຝັ່ງ ໃນວັນສກ ທີ 14 ເດືອນກໍລະກົດ.,"Đông Nam Trung Quốc vừa bị lũ lụt do những cơn mưa dông xối xả từ Cơn bão Nhiệt đới Bilis đổ bộ vào bờ ngày Thứ Sáu, 14 tháng Bảy.",Mặt trời Trung Đông của tinh thần sẽ bị rơi bởi một bão mưa bạo lực như mùa hè Bắc Cực tồi tệ đã tới bờ biển vào ngày 14 tháng 7,3.362389877088052
ຈຳນວນຄົນຕາຍທັງໝົດມີເຖິງ 178 ຄົນ ແຕ່ຄົນສ່ວນຫຼາຍແມ່ນຫາຍສາບສູນ ແລະ ປະລິມານອາດຈະເພີ່ມຂຶ້ນ.,"Tổng số thương vong đang dừng ở 178 người nhưng có nhiều người còn mất tích, và con số này có thể tăng lên.",Tất cả những người chết có tới 179 người nhưng hầu hết những người bị tổn thương và số lượng có thể tăng lên,12.539614861506482
"ນ້ຳຖ້ວມ ສູງ 10 ແມັດໃນບາງເຂດໄດ້ພັດເອົາ 19,100 ຫຼັງຄາເຮືອນ ຖະໜົນເສຍຫາຍ ສາຍໄຟ ບ້ານເຮືອນ ແລະ ກະສິກຳເສຍຫາຍ.","Cơn lũ, ở một số nơi cao đến 10 mét, đã rửa trôi 19.100 căn nhà, phá hủy đường xá, đường điện, làng mạc và nông nghiệp.",Đường lửa cao 10 mét ở một số khu vực đã phá huỷ 19100 căn nhà đường phố tổn thương điện và nông nghiệp tổn thương,9.614397668033986
ສາມລ້ານຄົນໄດ້ຮັບຜົນເສຍຫາຍ ໂດຍພາຍຸລະດູຮ້ອນ ເຊິ່ງຊິນຫົວ ອົງການຂ່າວແຫ່ງຊາດ ໄດ້ປະເມີນຄ່າເສີຍຫາຍປະມານ ສາມຕື້ຢວນ ($375 ລ້ານ).,Ba triệu người đã bị ảnh hưởng bởi cơn bão nhiệt đới mà Tân Hoa xã đã ước tính tổng thiệt hại là ba tỷ Yuan (tương đương 375 triệu USD).,3 triệu người bị tổn thương bởi mùa hè nơi mà tổ chức báo cáo quốc gia đánh giá khoảng 3 triệu đô la,2.7300086204579035
ແຂວງທີ່ຮ້າຍແຮງທີ່ສຸດແມ່ນ ຝູຈ້ຽນ ຫູໜານ ແລະ ກວາງດົງ ໃນຂະນະທີ່ມີຄວາມຕາຍ ແລະ ຜົນກະທົບຕໍ່ເສດຖະກິດໃນແຂວງ ເສຈຽງ ຈຽງຊີ ແລະ ກວາງຊີ.,"Các tỉnh bị ảnh hưởng nặng nhất là Phúc Khiến, Hồ Nam và Quảng Đông trong khi có nhiều người chết và thiệt hại kinh tế ở các tỉnh Chiết Giang, Giang Tây và Quảng Tây.",Những thành phố tồi tệ nhất là những con sư tử những con sư tử và những con sư tử trong khi có sự chết và ảnh hưởng đến nền kinh tế ở Hà Lan và Hà Lan,8.40018305692609
ຢ່າງໜ້ອຍ 92 ຄົນຕາຍ ໃນຫູໜານ ເຊິ່ງເປັນບ່ອນທີ່ອ່າງເກັບນ້ຳໃນເຂືອນລົ້ນຂອບເຂດ.,Có ít nhất 92 người chết ở Hồ Nam nơi mà mực nước tại các hồ chứa đã lên tới giới hạn.,ít nhất 92 người chết trong một cái tai lạnh đó là nơi mà nước trong một cái lỗ lớn,18.345619527497416
ປະລິມານນ້ຳເພີ່ມຂຶ້ນໃນ ເລຢາງ ເຖິງ 10 ແມັດ ເກີນລະດັບຂອງມັນຈາກວັນສຸກ.,Mực nước ở Lỗi Dương dâng lên cao hơn 10 mét so với thứ Sáu.,Số lượng nước tăng lên từ 10 mét đến 10 mét từ thứ sáu,6.191082705295718
"40,000 ຄົນໃນຕົວເມືອງແຮງຢາງ ແລະ ເສິນຈູ ໄດ້ຖືກລາຍງານໃຫ້ເຂົ້າຝັ່ງ.",40.000 người ở thành phố Hành Dương và Sâm Châu lâm vào hoàn cảnh khó khăn.,Trong số 40000 người ở các thành phố nổi tiếng và nổi tiếng đã được báo cáo vào bờ biển,5.993031480537873
ຄົນງານເໝືອງຖ່ານຫີນຕາຍ 14 ຄົນ ໃນເວລາເຂື່ອນແຕກ ທຳລາຍພື້ນທີ່ ແລະ ນ້ຳຖ້ວມຫຼຸມຂອງເຂົາເຈົ້້າ ທີ່ ບໍ່ຖ່ານຫີນ ເຊັງເຈຍວັນ.,"14 thợ mỏ đã chết khi một con đập vỡ, làm sạt đất và lấp hầm của họ tại mỏ than Shenjiawan.",Những nhân viên giống như những con than đá chết 14 trong số những người trong số họ đã phá huỷ những khu vực và những chiếc đá chảy những con than đá sốt rét,1.7176188460170134
"ນ້ຳຖ້ວມໃນຫູນານ ກໍ່ໄດ້ເຮັດໃຫ້ທາງດ່ວນ ປັກກິ່ງ-ກວາງໂຈວ ມີຜູ້ຄ້າງຄາເປັນຈຳນວນ 5,000 ຄົນໃນເມືອງຫຼວງ ຊ້າງຊາ.",Lũ lụt ở Hồ Nam cũng phá hủy tuyến đường sắt Bắc Kinh-Quảng Châu khiến 5000 người bị mắc kẹt tại thủ phủ Trường Sa.,Những đường lửa trong đáy đã tạo ra những đường hầm của Bắc Kinh đã tạo ra số lượng lớn những người đánh bại trong số 5000 người đánh bại ở Trung Quốc,2.8244460759801417
"ກຳມະກອນ 10,000 ຄົນ ໄດ້ຖືກສົ່ງໄປສ້ອມແປງ ພາກສ່ວນເສັ້ນທາງທີ່ໄດ້ຮັບຄວາມເສຍຫາຍ.",10.000 công nhân đã được điều đến để sửa chữa những đoạn đường bị phá hủy.,Một số tổ chức được gửi đến sửa chữa các phần đường bị tổn thương,7.199144828799852
ປະມານ 33 ຄົນຕາຍໃນ ກວາງດົງ ເຊິ່ງເປັນສະຖານທີ່ສຳຄັນທາງດ້ານເສດຖະກິດຂອງ ຮ່ອງກົງ.,"Khoảng 33 người đã tử nạn ở Quảng Đông, vùng kinh tế trọng điểm gần Hồng Kông.",Khoảng 33 người chết trong nền kinh tế của Hà Lan,8.476830283873051
ເລຈັງໄດ້ຈົມລົງໃນນໍ້າກວ່າສາມແມັດ ແລະ ນັກໂທດ 1663 ຄົນ ໄດ້ຖືກຍ້າຍອອກຈາກຕົວເມືອງ.,Lạc Xương đã bị nhấn chìm dưới ba mét nước và 1663 tù nhân đã được di dời khỏi thành phố.,Những con sư tử đã lặn xuống nước hơn 3 mét và 1663 tù nhân bị chuyển ra khỏi thành phố,17.553812183548597
ຂີ້ຕົມຖະລົ່ມທີ່ຮ້າຍແຮງໄດ້ຂ້າ 10 ຄົນໃນຕົວເມືອງ ຊ່າງຈູ ແລະ ອີກສີບຄົນໄດ້ຫາຍສາບສູນຈາກຂິ້ຕົມຖະລົ່ມ.,Trận lở bùn tử thần đã giết chết 10 người ở thành phố Chương Châu và 10 người khác bị mất tích trong trận lở bùn thứ hai.,Những chiếc ghế tồi tệ đã giết 10 người ở các thị trấn và những chiếc ghế khác đã biến mất khỏi chiếc ghế tồi tệ,6.775967295098503
ຢ່າງໜ້ອຍສອງຄົນໄດ້ຮັບບາດເຈັບ ຫຼັງຈາກລົດໄຟຂົນສົ່ງປະທະກັນ ໃກ້ກັບ ໂກຕຣີ ໃນ ພາກໃຕ້ປາກິສຖານ ມື້ນີ້.,Ít nhất hai người đã bị thương sau khi hai chiếc tàu chở hàng va chạm với nhau gần Kotri phía nam Pakistan hôm nay.,ít nhất hai người bị bệnh sau một chuyến đi giao thông gần Congo ở Nam Pakistan hôm nay,9.70339347518208
ລົດໄຟຂົນສົ່ງ ໄດ້ຢູ່ໃນລາງໃກ້ກັບສະຖານນີລົດໄຟ ໂກຕຣີ ໃນເວລາທີ່ ລົດໄຟຂົນສົ່ງມາຈາກ ກາຣາຈິ ໄປ ໄຮດຣາ ທີ່ບັນທຸກນ້ຳມັນ ໄດ້ຕຳເອົາ ແລະ ເກີດມີໄຟໄໝ້.,"Một tàu chở hàng đang trên đường ray gần ga xe lửa Kotri khi một tàu chở hàng khác đi Hyderabad từ hướng Karachi, chất đầy thùng dầu, lao vào nó và bốc cháy.",Các chuyến tàu giao thông đã ở gần đường gần đường tàu tàu Qatar khi chuyến tàu giao thông từ Gaza đến Nigeria nơi các chuyến tàu giao thông từ Gaza tới Nigeria đã lấy dầu và sinh ra có những đèn lửa,1.476132136851538
"ຊາວແປດຕູ້ຂົນສົ່ງທີ່ບັນທຸກນ້ຳມັນ 1,372,000 ລິດ ໄດ້ຕົກລາງ ແລະ ນໍ້າມັນໄດ້ລົ້ນອອກ.","Hai mươi tám toa hàng hóa của tàu hàng chở 1.372.000 lít dầu đã bị lệch đường ray, và dầu bị tràn ra ngoài.","Người 8 cửa hàng cung cấp dầu 1,372,000 lít dầu đã bị đốt và dầu đã bị đốt",11.016459868482391
ລາງຈາລະຈອນທັງສອງສາຍ ໄດ້ຖືກຍົກເລື່ອນໄປຢູ່ລາງຕໍ່ໄປ ຂອງຈຸດເກີດເຫດ.,Lưu thông đường sắt từ cả hai hướng đều bị hoãn lại sau vụ va chạm này.,Cả hai đường hầm đều bị đánh lừa vào những đường hầm tiếp theo của sự kiện,5.128598690816964
ໜ່ວຍດັບເພິງ ແລະ ລົດພະຍາບານ ໄດ້ມາຮອດຈຸດເກີດເຫດຢ່າງໄວວາ ໃນຂະນະທີ່ລົດໄຟສຸກເສີນຂອງ ການລົດໄຟປາກິສຖານ ໄດ້ອອກຈາກ ກາຣາຈິ ມາທີ່ຈຸດເກີດເຫດ.,Lính cứu hỏa và xe cứu thương ngay lập tức đã có mặt tại hiện trường trong khi tàu cứu hộ khẩn cấp của Đường sắt Pakistan đã rời Karachi hướng tới hiện trường.,Các chiếc xe tải và các chiếc xe y tá đã đến điểm điểm đại dịch rất nhanh khi các chiếc xe tải của các chiếc xe tải cá mập đã ra khỏi Qatar đến điểm đại dịch,1.5167145487126126
